&MRList
Model     =     1,
NReaction  =    8,
/
!
!	LXCat, www.lxcat.net
!Generated on 04 Oct 2021. All rights reserved.
!
!RECOMMENDED REFERENCE FORMAT
!- Hayashi database, www.lxcat.net, retrieved on October 4, 2021.
!
!CROSS SECTION DATA FORMAT
!In downloaded files, each collision process is defined by a block consisting of
!1st line
!Keyword in capitals indicating the type of the collision. Possible collision types are elastic, effective, excitation,
!ionization, or attachment (capital letters required, key words are case sensitive), where "elastic" is used to denote
!the elastic momentum transfer cross section and where "effective" denotes the total momentum transfer cross section (sum
!of elastic momentum transfer and total inelastic cross sections).  The latter is useful for solving the Boltzmann
!equation in the 2-term approximation.
!2nd line
!Name of the target particle species. This name is a character string, freely chosen by the user, e.g. "Ar". Optionally
!for excitation processes, the name of the corresponding excited state can be specified on the same line, separated from
!the first name either by arrow "->" (dash + greater than) or by double-head arrow "<->" (less than + dash +
!greater than), e.g. "Ar -> Ar*" and "Ar <-> Ar*", respectively. In the later case BOLSIG+ will automatically
!define the inverse superelastic process, constructing the superelastic cross-section by detailed balancing, and
!considering the indicated excited state as the target. In this case, the ratio of statistical weights must be input in
!the 3rd line (see below).
!3rd line
!For elastic and effective collisions, the ratio of the electron mass to the target particle mass. For excitation or
!ionization collisions, the electron energy loss (nominally the threshold energy) in eV. For attachment, the 3rd line is
!missing. In case of an excitation process where an excited state has been indicated on the 2nd line using double-head
!arrow "<->", the 3rd line must specify also ratio of the statistical weights of the final state to the initial state
!as the second parameter in 3rd line this is needed by BOLSIG+ to calculate the de-excitation cross-section. The
!statistical weight ratio, if given, will also be used by the automatic superelastics option in BOLSIG+. If this ratio is
!not provided then BOLSIG+ will assume it unity.
!from 4th line (optionally)
!User comments and reference information, maximum 100 lines. The only constraint on format is that these comment lines
!must not start with a number.
!Finally
!Table of the cross section as a function of energy. The table starts and ends by a line of dashes "------" (at least 5),
!and has otherwise two numbers per line: the energy in eV and the cross section in m2.
!
!xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
!DATABASE:         Hayashi database
!PERMLINK:         www.lxcat.net/Hayashi
!DESCRIPTION:      These data sets were derived by comparing calculated swarm parameters, using as input the cross
!                  sections sets in this database, with measurements.
!CONTACT:          leanne.pitchford@@laplace.univ-tlse.fr
!xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
!
!************************************************************************************************************************
!
!COMMENT: M. Hayashi, quotElectron collision cross sections for molecules determined from beam and swarm data,quot in
!         quotSwarm Studies and Inelastic Electron-Molecule Collisions,quot eds. L.C. Pitchford, B.V. McKoy, A. Chutjian, and
!         S. Trajmar, (Springer-Verlag, New York, 1987).
!         Digitized by S Chowdhury, LAPLACE, Univ. Paul Sabatier, France.
!
!********************************************************** CF4 **********************************************************
!
&SRList
!-----------------------------
!ELASTIC  cross section 2
!CF4
! 6.2293000000d-6
!SPECIES: e / CF4
!PROCESS: E + CF4 -> E + CF4, Elastic
!PARAM.:  m/M = 0.0000062, complete set
!UPDATED: 2011-02-08 04:53:42
!COLUMNS: Energy (eV) | Cross section (m2)
!-----------------------------
!PROCESS:  Elastic  "e + CF4  ->   e + CF4"

SR(1)%Reaction            =           0,11,0,6.2293000000d-6,
SR(1)%EnergySigma         =
 0.000000e+0	7.144860e-19
 1.110000e-3	7.144860e-19
 1.230000e-3	6.462220e-19
 1.360000e-3	5.104910e-19
 1.680000e-3	4.176030e-19
 1.990000e-3	3.529880e-19
 2.440000e-3	2.788470e-19
 3.010000e-3	2.063140e-19
 3.820000e-3	1.629800e-19
 5.030000e-3	1.203240e-19
 6.400000e-3	9.198890e-20
 7.600000e-3	7.525080e-20
 9.330000e-3	5.944520e-20
 1.109000e-2	4.695950e-20
 1.411000e-2	3.841480e-20
 1.621000e-2	3.135640e-20
 2.133000e-2	2.320010e-20
 2.709000e-2	1.832720e-20
 3.217000e-2	1.447780e-20
 3.821000e-2	1.267270e-20
 4.864000e-2	1.034420e-20
 5.974000e-2	9.054440e-21
 7.095000e-2	7.908240e-21
 8.713000e-2	7.152660e-21
 1.072500e-1	6.684620e-21
 1.229100e-1	6.469280e-21
 1.733700e-1	6.469280e-21
 2.206700e-1	6.684620e-21
 2.808700e-1	6.684620e-21
 3.567000e-1	7.152660e-21
 4.694900e-1	8.171490e-21
 5.975800e-1	9.355850e-21
 7.097300e-1	1.106840e-20
 9.033600e-1	1.309450e-20
 1.109450e+0	1.549150e-20
 1.362570e+0	1.961040e-20
 1.618280e+0	2.397240e-20
 1.858660e+0	2.744690e-20
 2.282690e+0	3.355190e-20
 2.803470e+0	4.101490e-20
 3.329610e+0	4.544660e-20
 4.098370e+0	5.192010e-20
 5.033380e+0	5.740470e-20
 6.181690e+0	5.944520e-20
 7.868230e+0	6.142410e-20
 1.070901e+1	6.142410e-20
 1.229971e+1	5.944520e-20
 1.618884e+1	5.555540e-20
 1.922705e+1	5.024740e-20
 2.361353e+1	4.544660e-20
 3.005595e+1	4.101490e-20
 3.825605e+1	3.590110e-20
 5.206817e+1	3.135640e-20
 6.409005e+1	2.650470e-20
 8.139358e+1	2.320010e-20
 1.001863e+2	1.893720e-20
 1.187231e+2	1.712790e-20
 1.410042e+2	1.447780e-20
 1.794740e+2	1.267270e-20
 2.131564e+2	1.106840e-20
 2.531601e+2	9.667290e-21
 2.907641e+2	8.171490e-21
 3.570993e+2	6.907140e-21
 4.241172e+2	5.838420e-21
 5.208756e+2	4.776070e-21
 6.186299e+2	3.907030e-21
 7.597646e+2	3.189140e-21
 8.726188e+2	2.791520e-21
 1.036386e+3	2.359590e-21
!-----------------------------
!-----------------------------
!-----------------------------
!
!EXCITATION
!CF4 -> CF4(V24)
! 5.200000e-2
!SPECIES: e / CF4
!PROCESS: E + CF4 -> E + CF4(V24), Excitation
!PARAM.:  E = 0.052 eV, complete set
!UPDATED: 2010-05-19 07:29:59
!COLUMNS: Energy (eV) | Cross section (m2)
!-----------------------------
!PROCESS: Vibrational excitation v4  "e + CF4  ->   e + CF4(v4)"
SR(2)%Reaction		  =           0,12,0,0.052,
SR(2)%EnergySigma     =
 5.200000e-2	0.000000e+0
 5.263000e-2	1.000000e-22
 5.440000e-2	4.314550e-22
 5.622000e-2	4.932680e-22
 5.824000e-2	1.251130e-21
 6.019000e-2	1.579770e-21
 6.235000e-2	2.203050e-21
 6.444000e-2	2.873310e-21
 6.661000e-2	3.393110e-21
 6.899000e-2	4.006950e-21
 7.131000e-2	4.284370e-21
 7.890000e-2	4.887620e-21
 8.731000e-2	5.059450e-21
 1.034300e-1	4.571130e-21
 1.185500e-1	4.006950e-21
 1.404400e-1	3.393110e-21
 1.663800e-1	2.775720e-21
 2.037100e-1	2.350500e-21
 2.334900e-1	1.926980e-21
 2.858900e-1	1.689150e-21
 3.500400e-1	1.337760e-21
